"*";1;34621;"Брикет БойКот (мягкий) 100г Подсолнечник от грызунов 1/50";"                         ";15.3;;;
"*";1;9722;"Брикет БойКот (мягкий) 100г Сыр от грызунов 1/50";"                         ";15.3;;;
"*";1;34654;"Брикет Грызунов НЕТ Крысин 100г от крыс и мышей мягкий 1/70";"                         ";22;;;
"*";1;33258;"Брикет Крысиная смерть (порцион.) 200гр 1/50";"                         ";35.2;;;
"*";1;4849;"Брикет Крысиная смерть №1 100гр 1/100";"                         ";22.9;;;
"*";1;367;"Брикет Торнадо 50г от крыс и мышей 1/75";"Т-401                    ";7.5;;;
"*";1;3338;"Брикет Эфа 50г от крыс и мышей 1/100";"                         ";7.3;;;
"*";1;16704;"Брикет Эфа Шокк 50г от грызунов 1/120";"                         ";6.4;;;
"*";1;3775;"Брикет Эфа-Тесто 120г от крыс и мышей 1/50";"                         ";17.9;;;
"*";1;3133;"Гель АБСОЛЮТ  5мл ШПРИЦ в/упак. от САДОВ./ДОМАШН. муравьев 1/50";"                         ";14.3;;;
"*";1;3130;"Гель АБСОЛЮТ 30мл ТУБА от тараканов 1/50";"                         ";20.6;;;
"*";1;19194;"Гель АДАМАНТ 10мл ШПРИЦ  от садов. муравьев 1/50";"                         ";15;;;
"*";1;19545;"Гель АДАМАНТ 10мл ШПРИЦ  от тараканов 1/50";"                         ";16;;;
"*";1;22604;"Гель АДАМАНТ 10мл ШПРИЦ  от тараканов и муравьев 1/50";"                         ";16;;;
"*";1;22570;"Гель АДАМАНТ 30мл ТУБА  от тараканов 1/50";"                         ";30.1;;;
"*";1;9716;"Гель АДАМАНТ 30мл ТУБА  от тараканов и муравьев 1/50";"                         ";32.1;;;
"*";1;46184;"Гель ДОМОВОЙ ""Прошка"" 85г флакон от тараканов 1/40";"П-021                    ";34.2;;;
"*";1;34939;"Гель ДОМОВОЙ ""Прошка"" Тройной удар 50мл туба от тараканов/муравьев 1/50";"П-060                    ";28.2;;;
"*";1;34941;"Гель ДОМОВОЙ ""Прошка"" Тройной удар MINI шприц 15г от тараканов/муравьев 1/80";"П-062                    ";14.4;;;
"*";1;34940;"Гель ДОМОВОЙ ""Прошка"" Тройной удар шприц 30г от тараканов/муравьев 1/80";"П-061                    ";21.7;;;
"*";1;34937;"Гель ДОМОВОЙ ""Прошка"" Эконом шприц 15г от тараканов/муравьев 1/50";"П-019                    ";17;;;
"*";1;3900;"Гель ДОХЛОКС  ШПРИЦ от тараканов 1ин/уп  1/12/48";"                         ";26.3;;;
"*";1;41990;"Гель Капкан Русский Эффект 30г ШПРИЦ от тараканов 1/50";"                         ";25.3;;;
"*";1;46514;"Гель Капкан Штурм 30г ШПРИЦ от тараканов и муравьев 1/50";"                         ";31.7;;;
"*";1;41937;"Гель Капкан Эффект 30г ШПРИЦ от тараканов 1/50";"                         ";31.7;;;
"*";1;18860;"Гель РУБИТ Зиндан 15г ШПРИЦ МИНИ от тараканов и муравьев 1/20";"                         ";16.4;;;
"*";1;17916;"Гель РУБИТ Зиндан 30г ШПРИЦ от ТАРАКАН. и МУРАВЬЁВ 1/20";"                         ";23.4;;;
"*";1;9470;"Гель ФАС 40мл ТУБА (коробка) от тараканов и муравьев 1/70";"                         ";19.3;;;
"*";1;4346;"Гель ЭФА  10г от крыс и мышей 1/100";"                         ";2.7;;;
"*";1;24983;"Гель ЭФА  80г ТУБА от крыс мышей кротов 1/80";"                         ";21;;;
"*";1;3896;"Гель-профи АБСОЛЮТ 10мл ШПРИЦ в/упак. от тараканов 1/50";"                         ";12.7;;;
"*";1;52031;"Гель-профи АБСОЛЮТ 20мл ШПРИЦ в/упак. от мух и ос 1/50";"                         ";21.2;;;
"*";1;15050;"Гель-профи АБСОЛЮТ 20мл ШПРИЦ в/упак. от тараканов 1/50";"                         ";21.2;;;
"*";1;43604;"Гранулы FLOP! 150г от грызунов 1/30";"402-067                  ";17.6;;;
"*";1;33250;"Гранулы БойКот 30г с ароматом Жареного мяса 1/150";"                         ";4.5;;;
"*";1;34614;"Гранулы БойКот 30г с ароматом Копченой ветчины 1/150";"                         ";4.5;;;
"*";1;34616;"Гранулы БойКот 30г с ароматом Подсолнечника 1/150";"                         ";4.5;;;
"*";1;33251;"Гранулы БойКот 30г с ароматом Сыра 1/120";"                         ";4.5;;;
"*";1;33252;"Гранулы БойКот100г с ароматом Жареного мяса 1/50";"                         ";9.6;;;
"*";1;34617;"Гранулы БойКот100г с ароматом Подсолнечника 1/50";"                         ";9.6;;;
"*";1;34618;"Гранулы БойКот100г с ароматом Сыра 1/50";"                         ";9.6;;;
"*";1;51448;"Гранулы Гром 100г от медведки и садовых муравьев";"                         ";21.7;;;
"*";1;53430;"Гранулы Гром 20г от медведки и садовых муравьев";"                         ";7.4;;;
"*";1;34651;"Гранулы Грызунов НЕТ Зерноцин-У 100г от крыс и мышей 1/70";"                         ";9.2;;;
"*";1;34650;"Гранулы Грызунов НЕТ Зерноцин-У 50г от крыс и мышей 1/150";"                         ";5.3;;;
"*";1;34948;"Гранулы ДОМОВОЙ ""Прошка"" 100г КОНТЕЙНЕР от грызунов 1/50";"Г-027                    ";10.7;;;
"*";1;56554;"Гранулы ДОМОВОЙ ""Прошка"" 100г ПАКЕТ от грызунов 1/50";"Г-029                    ";9.8;;;
"*";1;34947;"Гранулы ДОМОВОЙ ""Прошка"" 30г ПАКЕТ от грызунов 1/120";"Г-030                    ";4.8;;;
"*";1;3021;"Гранулы КРЫСОЛОВ   ПРОФИ 150г от грызунов 1/50";"                         ";14.9;;;
"*";1;51449;"Гранулы Мета Гроза 15г от улиток и слизней";"                         ";10.3;;;
"*";1;16695;"Гранулы Рубит Зоокумарин 100г от крыс и мышей 1/50";"                         ";8.8;;;
"*";1;16696;"Гранулы Рубит Зоокумарин 30гр от грызунов 1/80";"                         ";4.6;;;
"*";1;10533;"Гранулы Торнадо 150г КОРОБКА от крыс и мышей 1/30";"Т-405                    ";12.4;;;
"*";1;1911;"Гранулы Торнадо 50г от крыс и мышей 1/70";"Т-402                    ";6.3;;;
"*";1;2227;"Гранулы Эфа 30г от крыс и мышей 1/150";"                         ";4.6;;;
"*";1;10967;"Гранулы Эфа 50г СПЕЦ.от крыс 1/100";"                         ";6.2;;;
"*";1;39235;"Гром-2 10г от садовых муравьев и комнатно-почвеных мушек";"                         ";6.1;;;
"*";1;34943;"Диски-ловушка ДОМОВОЙ ""Прошка"" (6шт) от тараканов 1/20";"П-024                    ";47;;;
"*";1;50782;"Диски-ловушка ДОХЛОКС ( 6шт.) от тараканов";"                         ";50.6;;;
"*";1;34954;"Дихлофос ДОМОВОЙ Тройной удар 150см куб. от летающих 1/40";"А-003                    ";35.6;;;
"*";1;16238;"Дихлофос КРА ДЕО СУПЕР 235мл/320куб.см (Казань) 1/24/40";"И038С                    ";38.9;;;
"*";1;1798;"Дихлофос НЕО 150см куб. 1/48";"                         ";43.5;;;
"*";1;1563;"Дихлофос НЕО 200см. куб. 1/48";"                         ";46.6;;;
"*";1;14688;"Дихлофос ЭКО 150мл 1/48";"                         ";45.8;;;
"*";1;45794;"Дихлофос ЭКО 200мл 1/48";"                         ";48.9;;;
"*";1;34656;"Домик липкий Фумитокс  от тараканов 1/30/80";"                         ";13.5;;;
"*";1;51126;"Жидкость от комаров Домовой ""Прошка"" ПОСЛЕДНИЙ ПИСК шоу-бокс 1/15/60";"Л-075                    ";41;;;
"*";1;51127;"Жидкость от комаров Домовой ""Прошка"" СПОКОЙНОЙ НОЧИ МАЛЫШ с эвкалиптом, шоу-бокс 1/15/60";"Л-073                    ";49.3;;;
"*";1;41927;"Жидкость от комаров Домовой ""Прошка"" СУПЕР ПЛЮС 1/50";"Л-042                    ";38.2;;;
"*";1;41928;"Жидкость от комаров Домовой ""Прошка"" ТРОЙНОЙ УДАР 1/50";"Л-063                    ";38.2;;;
"*";1;41929;"Жидкость от комаров Домовой ""Прошка"" ЭКСТРА 1/50";"Л-044                    ";38.2;;;
"*";1;7708;"Зерно +брикет+гран.Торнадо ТРОЙНОЙ УДАР 200г от крыс 1/34";"Т-408                    ";25.5;;;
"*";1;43627;"Зерно FLOP! 150г от грызунов 1/30";"402-066                  ";16.8;;;
"*";1;6495;"Зерно АЛТ Родиолон 80г кормушка с запахом сыра 1/58";"                         ";10.7;;;
"*";1;33255;"Зерно БойКот   50г с ароматом жареного мяса 1/140";"                         ";5;;;
"*";1;34619;"Зерно БойКот   50г с ароматом подсолнечника 1/140";"                         ";5;;;
"*";1;33254;"Зерно БойКот   50г с ароматом сыра 1/140";"                         ";5;;;
"*";1;33256;"Зерно БойКот 150г с ароматом жареного мяса 1/50";"                         ";10.4;;;
"*";1;34620;"Зерно БойКот 150г с ароматом подсолнечника 1/40/50";"                         ";10.4;;;
"*";1;33253;"Зерно БойКот 150г с ароматом сыра 1/40/50";"                         ";10.4;;;
"*";1;8353;"Зерно БойКот-СУПЕР 150г Ветчина";"                         ";11.8;;;
"*";1;56484;"Зерно БойКот-СУПЕР 150г Подсолнечник";"                         ";11.6;;;
"*";1;56485;"Зерно БойКот-СУПЕР 150г Сыр 1/50";"                         ";12.5;;;
"*";1;22569;"Зерно Грызунов НЕТ Зерноцин-У  200г от грызунов";"                         ";10.9;;;
"*";1;9936;"Зерно Грызунов НЕТ Зерноцин-У  50г от грызунов 1/150";"                         ";4.4;;;
"*";1;22568;"Зерно Грызунов НЕТ Зерноцин-У 100г от грызунов 1/70";"                         ";8.8;;;
"*";1;34652;"Зерно Грызунов НЕТ Крысид-приманка 100г от крыс и мышей 1/70";"                         ";8.4;;;
"*";1;34653;"Зерно Грызунов НЕТ Крысид-приманка 50г от крыс и мышей 1/150";"                         ";4.4;;;
"*";1;3363;"Зерно Дифа-Нео  50г от крыс и мышей 1/150";"                         ";5.3;;;
"*";1;56553;"Зерно ДОМОВОЙ 200г ""Прошка"" ПАКЕТ от грызунов 1/30";"Г-031                    ";11.9;;;
"*";1;9144;"Зерно ДОМОВОЙ 40 г ""Прошка"" ПАКЕТ от  грызунов 1/100";"Г-032                    ";4.3;;;
"*";1;8670;"Зерно ДОМОВОЙ Гроза  100г ""Прошка"" КОРОБКА  от  грызунов 1/50";"Г-026                    ";10.5;;;
"*";1;34945;"Зерно ДОМОВОЙ Гроза  100г ""Прошка"" ПАКЕТ от грызунов 1/50";"Г-033                    ";9.5;;;
"*";1;5912;"Зерно ДОМОВОЙ Гроза 30г ""Прошка"" ПАКЕТ от  грызунов 1/120";"Г-034                    ";4.1;;;
"*";1;34946;"Зерно ДОМОВОЙ Тройной удар ""Прошка"" 150г ПАКЕТ от грызунов 1/40";"Г-064                    ";9.8;;;
"*";1;39233;"Зерно ДОМОВОЙ Тройной удар ""Прошка"" 200г КОНТЕЙНЕР от грызунов 1/30";"Г-065                    ";12.9;;;
"*";1;46194;"Зерно КАЖДОМУ СВОЁ 180г от полевых мышей 1/40";"                         ";12.5;;;
"*";1;1787;"Зерно КРЫСОЛОВ  ПРОФИ 150г от грызунов 1/50";"                         ";16.1;;;
"*";1;17921;"Зерно Рубит Зоокумарин 100г от грызунов 1/50";"                         ";7.8;;;
"*";1;17922;"Зерно Рубит Зоокумарин 160г (зер. смесь) 1/30";"                         ";11.5;;;
"*";1;16701;"Зерно Рубит Зоокумарин 200г от грызунов 1/30";"                         ";11;;;
"*";1;27871;"Зерно Рубит Зоокумарин 50г от грызунов 1/200";"                         ";4.7;;;
"*";1;19247;"Зерно Торнадо 150г КОРОБКА от крыс и мышей  1/30";"Т-406                    ";12.4;;;
"*";1;8011;"Зерно Торнадо 200г КОРОБКА (спец. от мышей) 1/34";"                         ";24.2;;;
"*";1;1061;"Зерно Торнадо 50г от крыс и мышей 1/75";"Т-403                    ";5.8;;;
"*";1;22905;"Зерно Эфа 150г Ассорти  от крыс и мышей  1/40";"                         ";9.8;;;
"*";1;1058;"Зерно Эфа 30г от крыс и мышей 1/170";"                         ";4.9;;;
"*";1;4210;"Зерно Эфа 40г СПЕЦ. для мышей 1/120";"                         ";5.4;;;
"*";1;9930;"Капли Чистотел 3мл (в коробке 3 амп.) от блох д/кошек 1/100";"С-301                    ";40.2;;;
"*";1;9931;"Капли Чистотел 4мл (в коробке 4 амп.) от блох д/собак 1/100";"                         ";50.2;;;
"*";1;39232;"Карандаш от тараканов ДОМОВОЙ ""Прошка"" 1/80";"П-025                    ";5.1;;;
"*";1;8581;"Карандаш от тараканов Машенька  20г 1/200";"                         ";7.1;;;
"*";1;4343;"Карандаш от тараканов Титаник 20г 1/200";"                         ";5.8;;;
"*";1;1044;"Карандаш от тараканов Торнадо 40г 1/100";"                         ";6.5;;;
"*";1;16803;"Клей от грызунов ALT 135г 1/50";"                         ";56.7;;;
"*";1;47096;"Клей от грызунов и насек. Грызунов НЕТ  125мл 1/40";"                         ";44.9;;;
"*";1;46190;"Клей от грызунов и насек. ДОМОВОЙ ""Прошка"" 135г 1/60";"Г-035                    ";47.7;;;
"*";1;16703;"Клей от грызунов и насек. ТРАПКОЛ 135г 1/25/100";"                         ";54.8;;;
"*";1;43588;"Крем Green Factor 50мл ТУБА  от комаров+защита от солнца 1/30";"405-001                  ";46.2;;;
"*";1;43558;"Крем Green Factor детский 50мл ТУБА  от комаров 1/30";"405-002                  ";43.4;;;
"*";1;14096;"Крем Таежный Бальзам 55 мл от комаров 1/100";"                         ";7.1;;;
"*";1;41938;"Крем Торнадо 35мл ТУБА от комаров 1/120";"                         ";10.9;;;
"*";1;28807;"Крем Торнадо Нежный 50мл ТУБА  от комаров 1/90";"                         ";14;;;
"*";1;28808;"Крем Торнадо Семейный 50мл ТУБА  от комаров 1/90";"                         ";14;;;
"*";1;42479;"Липкая лента от мух  ЧИСТЫЙ ДОМ 1/120";"                         ";5.7;;;
"*";1;43543;"Липкая лента от мух FLOP! 4шт в карт.кор. 1/24/96";"405-113                  ";27.7;;;
"*";1;43556;"Липкая лента от мух FLOP! ultra 0,04м*0,75м уп.5шт. 1/40/120";"402-042                  ";31.2;;;
"*";1;13580;"Липкая лента от мух ДИПТЕРА АНТИМУХА (Москва) 1/100";"                         ";5.1;;;
"*";1;43946;"Липкая лента от мух КАРАКУРТ с доб. мёда 1/100";"                         ";5.8;;;
"*";1;53225;"Липкая лента от мух МУХОЛОВ 1/135";"                         ";4.5;;;
"*";1;4844;"Липкая лента от мух МУХОЯР с доб. мёда 1/100";"                         ";6.2;;;
"*";1;42583;"Лосьон от комаров Домовой ""Прошка"" репеллентный 100мл ПОСЛЕДНИЙ ПИСК 1/50";"Л-055                    ";22.4;;;
"*";1;28806;"МЫЛО  Чистотел 80г  бактерицидное  от блох 1/70";"С-305                    ";13.6;;;
"*";1;18587;"Ошейник ROLF CLUB  д/кошек 1/100";"R-303                    ";47.2;;;
"*";1;18588;"Ошейник ROLF CLUB  д/собак 1/100";"                         ";47.2;;;
"*";1;1065;"Ошейник Чистотел Домик д/кошек  1/100";"С-203                    ";12.1;;;
"*";1;1066;"Ошейник Чистотел Домик д/собак 1/100";"                         ";12.1;;;
"*";1;9472;"Ошейник Чистотел Коробка  д/кошек 1/100";"С-205                    ";27.5;;;
"*";1;1064;"Ошейник Чистотел Коробка  д/собак 1/100";"                         ";27.5;;;
"*";1;1583;"Ошейник Чистотел Супер д/кошек  1/100";"С-207                    ";18.3;;;
"*";1;1584;"Ошейник Чистотел Супер д/собак 1/100";"                         ";18.3;;;
"*";1;42699;"Пластины ARGUS от комаров без запаха (ЗЕЛЕНЫЕ)";"                         ";6.1;;;
"*";1;43596;"Пластины FLOP! от моли с ароматом хвои (6шт.в коробке) 1/60";"405-003                  ";18.4;;;
"*";1;43557;"Пластины FLOP! от мух и комаров (в уп.10шт.) 1/200";"402-099                  ";14.5;;;
"*";1;13691;"Пластины MIGAN от комаров без запаха в фольге зеленые (10шт.)";"                         ";8.6;;;
"*";1;42700;"Пластины MIGAN от комаров в фольге синие (10шт.)";"                         ";8.6;;;
"*";1;18581;"Пластины STAR BATот комаров БИО метал. зеленые б/зап. (в уп.10шт.)";"                         ";7.4;;;
"*";0;30167;"Пластины Гуднайт-актив от комаров сандал. дерево №10 1/300";"                         ";5.4;;;
"*";1;42580;"Пластины Гуднайт-супер от комаров на алюм.основе 1/300";"                         ";7.3;;;
"*";1;41921;"Пластины Домовой ""Прошка"" от комаров БИО 1/350";"Л-049                    ";6.6;;;
"*";1;41923;"Пластины Домовой ""Прошка"" от комаров СПОКОЙНОЙ НОЧИ МАЛЫШ 1/350";"Л-050                    ";6.9;;;
"*";1;41924;"Пластины Домовой ""Прошка"" от комаров СУПЕР ПЛЮС 1/400";"Л-051                    ";6.9;;;
"*";1;4982;"Пластины Домовой ""Прошка"" от комаров ТРОЙНОЙ УДАР 1/400";"Л-066                    ";6.9;;;
"*";1;53442;"Пластины Неотокс от комаров длит.действия 1/250";"                         ";6.8;;;
"*";1;41992;"Пластины Оборонхим от комаров без запаха 1/10/250";"                         ";6.2;;;
"*";1;43606;"Пластины Тайга от комаров (в уп.10шт) 1/200";"                         ";5.7;;;
"*";1;53226;"Пластины Чистый дом от комаров длительного действия б/з СИНИЕ";"                         ";7;;;
"*";1;50793;"Пластины Чистый дом от мух (комаров) длит. дейст. б/з 10шт";"                         ";12.6;;;
"*";1;50791;"Пластины Чистый дом от мух (шар) (4 пластины. в уп.)";"                         ";25.1;;;
"*";1;1048;"Порошок Торнадо Дуст (пакет) 100г от насекомых 1/45";"                         ";8;;;
"*";1;42578;"Порошок Торнадо Дуст (пакет) 150г универсальный 1/35";"                         ";9.4;;;
"*";1;9471;"Порошок Фас-дубль (пакет) 125г от быт. насекомых 1/100";"                         ";8.8;;;
"*";1;14868;"Порошок Фас-дубль (пакет) 50г от быт. насекомых 1/120";"                         ";5.5;;;
"*";1;6419;"Порошок Фас-супер 10г от быт. насекомым  водораств. 1/100";"                         ";11.3;;;
"*";1;4221;"Порошок Фенаксин 125гр от насекомых 1/100";"                         ";8.8;;;
"*";1;55595;"Приманка МОРТОРАТ ОТКРЫС мумифицир. (15 доз) 1/40";"                         ";36.2;;;
"*";1;55596;"Приманка МОРТОРАТ ОТКРЫС мумифицир. (5 доз) 1/100";"                         ";14.9;;;
"*";1;42577;"Приманка ТОРНАДО (3 капсулы) от муравьев  1/20";"                         ";10.6;;;
"*";1;8007;"Приманка ФЛАЙТ 10гр. от мух 1/100";"                         ";13;;;
"*";1;14676;"Пудра Чистотел 100г от блох УНИВЕРСАЛ 1/36";"                         ";28.1;;;
"*";1;40618;"Свеча Торнадо 50г от комаров Лимон 1/48";"                         ";23.1;;;
"*";1;40619;"Свеча Торнадо 50г от комаров Хвоя 1/48";"                         ";23.1;;;
"*";1;43595;"СЕКЦИЯ Антимоль FLOP! 6 инсектицидных пластин+кассета с ароматом хвои 1/60";"405-005                  ";23.3;;;
"*";1;33946;"СЕКЦИЯ Антимоль ароматизатор (дер.) СИБИРСКИЙ КЕДР";"                         ";60;;;
"*";1;36111;"СЕКЦИЯ Антимоль Домовой (круглая) контейнер ХВОЯ 1/60";"М-010                    ";10;;;
"*";1;39236;"СЕКЦИЯ Антимоль Домовой (пластины 8шт. в коробке) ЛАВАНДА 1/100";"М-013                    ";6.5;;;
"*";1;39237;"СЕКЦИЯ Антимоль Домовой (пластины 8шт. в коробке) ХВОЯ 1/100";"М-014                    ";6.5;;;
"*";1;39238;"СЕКЦИЯ Антимоль Домовой (пластины 8шт. в коробке) ЦИТРУС 1/100";"М-015                    ";6.5;;;
"*";1;44563;"СЕКЦИЯ Антимоль Тайга подвесной блок (2пл., 2веш.)";"                         ";3.9;;;
"*";1;34951;"СЕКЦИЯ Домовой Антимоль крючок (пластины) ЛАВАНДА 1/100";"М-009                    ";4.3;;;
"*";1;34950;"СЕКЦИЯ Домовой Антимоль крючок (пластины) ХВОЯ 1/100";"М-007                    ";4.3;;;
"*";1;34949;"СЕКЦИЯ Домовой Антимоль крючок (пластины) ЦИТРУС 1/100";"М-008                    ";4.3;;;
"*";1;506;"СЕКЦИЯ Торнадо (круглая) от моли ЛАВАНДА 1/176";"                         ";13.6;;;
"*";1;2805;"СЕКЦИЯ Торнадо (круглая) от моли ХВОЯ 1/176";"                         ";13.6;;;
"*";1;43046;"Спирали FLOP! от комаров малодымные 10шт 1/60";"402-046                  ";24.9;;;
"*";1;11300;"Спрей ЗИТОЛ 100мл  от моли 1/40";"                         ";30.7;;;
"*";1;8493;"Спрей ТОРНАДО  АНТИКЛЕЩ  1/38";"                         ";43.5;;;
"*";1;14095;"Спрей ТОРНАДО 100мл  АНТИКЛЕЩ  2в1  1/38";"                         ";49.6;;;
"*";1;8495;"Спрей ТОРНАДО 100мл  от комаров 1/40";"                         ";34.3;;;
"*";1;8473;"Фумигатор для пластин УУК-2 (ДиК-2) керамика с индик. (мышь) 1/90";"                         ";20;;;
"*";1;43592;"Фумигатор для пластин ЭНФ-015Е МИКС  15Е-011М 1/100";"15Е-011М                 ";20;;;
"*";1;1587;"Фумигатор унив. УКК-6 (ДиК-6) керамика с индик. 1/50";"                         ";24.6;;;
"*";1;43614;"Фумигатор унив. УУК-1(ДиК-1) керам.пластина1/100";"                         ";20;;;
"*";1;8474;"Фумигатор унив. УУК-3 (Дик-3) керамика с индик. 1/50";"                         ";19.5;;;
"*";1;28809;"Фумигатор УУК-5 керам. пластина  1/90";"                         ";17.9;;;
"*";1;18589;"Шампунь ROLF CLUB 330мл д/кошек от блох гиппоал. 1/20";"                         ";72;;;
"*";1;18590;"Шампунь ROLF CLUB 330мл д/собак от блох гиппоал. 1/20";"                         ";72;;;
"*";1;1067;"Шампунь Чистотел 150мл д/кошек от блох 1/36";"С-312                    ";24.8;;;
"*";1;1068;"Шампунь Чистотел 150мл д/собак от блох 1/30";"                         ";24.8;;;
"*";1;3376;"Шампунь Чистотел 150мл Распутывающий д/ кошек 1/36";"С-404                    ";27.2;;;
"*";1;4760;"Шампунь Чистотел 150мл Распутывающий д/ собак 1/36";"                         ";27.2;;;
"*";1;3378;"Шампунь Чистотел 150мл Универсал от блох 1/36";"С-314                    ";24.8;;;
"*";1;9143;"Шампунь Чистотел 150мл ЮНИОР для щенков и котят 1/36";"С-315                    ";27.2;;;
"*";1;2806;"ШАРИКИ Торнадо 50г от моли  АПЕЛЬСИН 1/20/300";"                         ";17.7;;;
"*";1;6246;"ШАРИКИ Торнадо 50г от моли  ЛАВАНДА 1/20/300";"                         ";17.7;;;
"*";1;2107;"ШАРИКИ Торнадо 50г от моли  ХВОЯ 1/20/300";"                         ";17.7;;;
